License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B02462,TIFFANY'S CAR SERVICE INC.,7189617070,No,132-39,14 AVENUE,COLLEGE POINT,NY,11356,LIVERY BASE,40.766346,-73.833181,07/12/2023,18:00:13,"(40.766346, -73.833181)"
B03276,510 BLACK CAR CORP.,7184851455,No,2225,PITKIN AVENUE,BROOKLYN,NY,11207,BLACK CAR BASE,40.6729392,-73.8902085,07/12/2023,18:00:13,"(40.6729392, -73.8902085)"
B03246,FASTRIDE LIMO INC.,3472716510,No,2121,DAVIDSON AVENUE,BRONX,NY,10453,BLACK CAR BASE,40.8559162,-73.9068401,07/12/2023,18:00:13,"(40.8559162, -73.9068401)"
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",7185362800,No,49,WESTCHESTER SQUARE,BRONX,NY,10461,LIVERY BASE,40.841873,-73.843614,07/12/2023,18:00:13,"(40.841873, -73.843614)"
B01980,"READY TO ROLL TRANSPORTATION, INC.",2127141900,No,865,EAST 138TH STREET,BRONX,NY,10454,LUXURY/LIMOUSINE,40.829521,-73.94488,07/12/2023,18:00:13,"(40.829521, -73.94488)"
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",7187290900,No,42-06,BROADWAY,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.757906,-73.917312,07/12/2023,18:00:13,"(40.757906, -73.917312)"
B03313,Z&T BLACK CAR INC,3156628323,No,182,AVENUE S,BROOKLYN,NY,11223,BLACK CAR BASE,40.6008573,-73.978841,07/12/2023,18:00:13,"(40.6008573, -73.978841)"
B90713,"ELEGANTE SERVICES, INC.",7184927680,No,1804,RANDALL AVENUE,BRONX,NY,10473,PARATRANSIT BASE,40.816803,-73.862557,07/12/2023,18:00:13,"(40.816803, -73.862557)"
B03215,BALAYIRA LLC,9172959550,No,2738,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10039,BLACK CAR BASE,40.8231518,-73.9412934,07/12/2023,18:00:13,"(40.8231518, -73.9412934)"
B00756,T & S HILLSIDE INC.,7186585252,No,169-08,HILLSIDE AVENUE  2ND FLR,JAMAICA,NY,11432,LIVERY BASE,40.711551,-73.79299,07/12/2023,18:00:13,"(40.711551, -73.79299)"
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",7183658888,No,2383,WASHINGTON AVENUE,BRONX,NY,10458,LIVERY BASE,40.856193,-73.889072,07/12/2023,18:00:13,"(40.856193, -73.889072)"
B03321,"CRESCENT LUXURY CLS, INC.",6316620284,No,14,MARIEL COURT,CENTEREACT,NY,11720,LUXURY/LIMOUSINE,40.854348,-73.06791,07/12/2023,18:00:13,"(40.854348, -73.06791)"
B02819,FIVE STAR LUXURY INC.,7189400044,No,787,CONEY ISLAND AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.638265,-73.96821,07/12/2023,18:00:13,"(40.638265, -73.96821)"
B03421,A1 ABSOLUTE CORP,3474312831,No,10,EAST  183 STREET,BRONX,NY,10453,BLACK CAR BASE,40.8584626,-73.9033242,07/12/2023,18:00:13,"(40.8584626, -73.9033242)"
B03474,MAGNOLIA TRANSPORT INC,5163950720,No,26,ERNST AVE,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.7611499,-73.515004,07/12/2023,18:00:13,"(40.7611499, -73.515004)"
B01492,MOBILE #1 CAR SERVICE INC.,7183838300,No,361,UNION AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.711192,-73.951373,07/12/2023,18:00:13,"(40.711192, -73.951373)"
B02127,"CONTINENTAL RIDE, INC.",8007063495,No,111,WASHINGTON AVENUE,DUMONT,NJ,07628,LUXURY/LIMOUSINE,40.940024,-73.993747,07/12/2023,18:00:13,"(40.940024, -73.993747)"
B03432,INFINITY STAR CORP,7188441131,No,1855,FOREST AVENUE,STATEN ISLAND,NY,10303,BLACK CAR BASE,40.6255482,-74.1507409,07/12/2023,18:00:13,"(40.6255482, -74.1507409)"
B03041,PUEBLA CITY INC.,7184370707,No,3916,9 AVENUE,BROOKLYN,NY,11232,LIVERY BASE,40.6457336,-73.9956882,07/12/2023,18:00:13,"(40.6457336, -73.9956882)"
B02892,SEAMAN EXPRESS CORP.,6469644686,No,4020,10 AVENUE,NEW YORK,NY,10034,BLACK CAR BASE,40.869265,-73.91584,07/12/2023,18:00:13,"(40.869265, -73.91584)"
B03316,BLADE URBAN GROUND MOBILITY LLC.,8007463903,No,39,EDGEWOOD LANE,BRONXVILLE,NY,10708,BLACK CAR BASE,40.9419277,-73.8186845,07/12/2023,18:00:13,"(40.9419277, -73.8186845)"
B03346,ASHER TRANSPORTATION INC,9148886454,No,73,MARKET STREET,YONKERS,NY,10710,BLACK CAR BASE,40.9629015,-73.8565801,07/12/2023,18:00:13,"(40.9629015, -73.8565801)"
B03336,GET BETTER TRANSPORTATION LLC.,3477920970,No,368,9TH AVE,NEW YORK,NY,10001,BLACK CAR BASE,40.7512399,-73.9975946,07/12/2023,18:00:13,"(40.7512399, -73.9975946)"
B01406,GOTHAM CAR SERVICE INC.,7187881234,No,209,25TH STREET  2ND FLOOR,BROOKLYN,NY,11232,LIVERY BASE,40.681771,-73.98047,07/12/2023,18:00:13,"(40.681771, -73.98047)"
B03331,GIGI NYC INC,7185598383,No,96-28,ALSTYNE AVENUE,CORONA,NY,11368,BLACK CAR BASE,40.7430479,-73.8664612,07/12/2023,18:00:13,"(40.7430479, -73.8664612)"
B02273,BENI'S LIMOUSINE SERVICE INC,8884642364,No,38-20,32 STREET,LONGISLANDCITY,NY,11101,LUXURY/LIMOUSINE,40.751597,-73.938886,07/12/2023,18:00:13,"(40.751597, -73.938886)"
B03364,A & M IKEA INC.,7183335766,No,9126,4TH AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,40.6186213,-74.030265,07/12/2023,18:00:13,"(40.6186213, -74.030265)"
B01196,DIPLO RAD DISP INC,7183658585,Yes,2633,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,40.868789,-73.89777,07/12/2023,18:00:13,"(40.868789, -73.89777)"
B01768,NEW SUPERIOR RADIO GRP CORP,7186180093,Yes,1748,EAST TREMONT AVENUE,BRONX,NY,10460,LIVERY BASE,40.808373,-73.929466,07/12/2023,18:00:13,"(40.808373, -73.929466)"
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,7187987802,No,3443,BAYCHESTER AVENUE,BRONX,NY,10469,LIVERY BASE,40.880322,-73.83821,07/12/2023,18:00:13,"(40.880322, -73.83821)"
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",7187317777,No,144,EAST  174 STREET,BRONX,NY,10457,LIVERY BASE,40.844708,-73.909828,07/12/2023,18:00:13,"(40.844708, -73.909828)"
B02931,NEW TECHNOLOGY TRANSPORTATION INC.,9179332001,No,69,FEATHERBED LANE,BRONX,NY,10452,BLACK CAR BASE,40.846629,-73.917362,07/12/2023,18:00:13,"(40.846629, -73.917362)"
B00078,R & R ROAD LIMO SVCE INC,7185858500,No,865,EAST  138 STREET,BRONX,NY,10454,LUXURY/LIMOUSINE,40.803251,-73.90843,07/12/2023,18:00:13,"(40.803251, -73.90843)"
B03456,3DI INC,5163250390,No,45,DOVER ST,MASSAPEQUA,NY,11758,BLACK CAR BASE,40.6769701,-73.4308555,07/12/2023,18:00:13,"(40.6769701, -73.4308555)"
B03357,A & T PRECISE CORPORATION,9177752282,No,221,WINFRED AVENUE,YONKERS,NY,10704,BLACK CAR BASE,40.9203332,-73.8574522,07/12/2023,18:00:13,"(40.9203332, -73.8574522)"
B00306,LOVE LIMOUSINE NYC LTD,7186331554,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,07/12/2023,18:00:13,"(40.638477, -73.983333)"
B00448,DIAL CAR INC.,7187438042,No,2104,AVENUE X,BROOKLYN,NY,11235,BLACK CAR BASE,40.592698,-73.948855,07/12/2023,18:00:13,"(40.592698, -73.948855)"
B02557,185 MALTA CAR SERVICE LLC,7187596777,No,9104,AVENUE L  UNIT B,BROOKLYN,NY,11236,LIVERY BASE,40.63578,-73.8995,07/12/2023,18:00:13,"(40.63578, -73.8995)"
B02157,REAGAN CONVEYANCE  CORP.,5168612019,No,62,MAIN STREET,PT WASHINGTON,NY,11050,LUXURY/LIMOUSINE,40.836412,-73.70666,07/12/2023,18:00:13,"(40.836412, -73.70666)"
B03334,WTM 365 INC.,5163184721,No,1979,MARCUS AVENUE,LAKE SUCCESS,NY,11042,LUXURY/LIMOUSINE,40.7550289,-73.6935617,07/12/2023,18:00:13,"(40.7550289, -73.6935617)"
B03383,AR ELITE TRANSPORTATION INC.,9178330291,No,908,EAST GUNHILL ROAD,BRONX,NY,10469,BLACK CAR BASE,40.8751972,-73.8601277,07/12/2023,18:00:13,"(40.8751972, -73.8601277)"
B03105,MAZNA TRANSPORTATION CORPORATION,7036398075,No,7923,7TH AVENUE,BROOKLYN,NY,11228,BLACK CAR BASE,40.6229958,-74.0191175,07/12/2023,18:00:13,"(40.6229958, -74.0191175)"
B03392,CHURCH EXPRESS LUXURY INC,7186334477,No,99,CHURCH AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.6429005,-73.9796493,07/12/2023,18:00:13,"(40.6429005, -73.9796493)"
B03420,TADA USA INC.,7185395680,No,152-53,10 AVENUE  SUITE 210,WHITESTONE,NY,11357,BLACK CAR BASE,40.7935596,-73.8083166,07/12/2023,18:00:13,"(40.7935596, -73.8083166)"
B80164,"TRANSXPRESS SERVICES,INC",7188999348,No,34-52,60TH STREET,WOODSIDE,NY,11377,COMMUTER VAN AUTHORITY BASE,40.750472,-73.902523,07/12/2023,18:00:13,"(40.750472, -73.902523)"
B00652,RESCUE C/S INC,7183630200,No,264,TROY AVENUE  1FL,BROOKLYN,NY,11213,LIVERY BASE,40.672213,-73.93892,07/12/2023,18:00:13,"(40.672213, -73.93892)"
B03416,ADF TRANSPORTATION LLC,3476636299,No,499,EAST  138 STREET,BRONX,NY,10454,BLACK CAR BASE,40.8078551,-73.9195148,07/12/2023,18:00:13,"(40.8078551, -73.9195148)"
B03475,VOYAGER'S TRANSPORTATION INC,7184873000,No,120-19,JAMAICA AVENUE  SUIT 21,RICHMOND HILL,NY,11418,BLACK CAR BASE,40.7005586,-73.8293406,07/12/2023,18:00:13,"(40.7005586, -73.8293406)"
B03329,KIDAULT KAR LLC.,3472634664,No,42,WEST STREET  2ND FL/11C,BROOKLYN,NY,11222,BLACK CAR BASE,40.7280427,-73.9588364,07/12/2023,18:00:13,"(40.7280427, -73.9588364)"
B80271,FLUSHING COMMUTER VAN MANAGEMENT CORP,7189393699,No,136-31,41 AVENUE,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.7590233,-73.8284639,07/12/2023,18:00:13,"(40.7590233, -73.8284639)"
B03092,USA LIMOUSINE SERVICE CORP,7185612872,No,520,WHITE PLAINS RD  SUITE 500,TARRY TOWN,NY,10591,BLACK CAR BASE,41.062651,-73.8405809,07/12/2023,18:00:13,"(41.062651, -73.8405809)"
B02339,SEDANZ INC.,2123006083,No,14,HARWOOD COURT  SUITE #415,SCARSDALE,NY,10583,LUXURY/LIMOUSINE,40.776091,-73.89722,07/12/2023,18:00:13,"(40.776091, -73.89722)"
B02944,SCORPIO FIVE STAR CAR & LIMO SERVICE INC,9176839470,No,127-19,ROCKAWAY BOULEVARD,SOUTH OZONE PAR,NY,11420,BLACK CAR BASE,40.675409,-73.810012,07/12/2023,18:00:13,"(40.675409, -73.810012)"
B02787,SEMPERIDE LLC,7183509591,No,85,BROAD STREET  27TH FLOOR,NEW YORK,NY,10004,BLACK CAR BASE,40.7042,-74.00824,07/12/2023,18:00:13,"(40.7042, -74.00824)"
B03302,TEST LX BASE,2126761000,No,33,BEAVER STREET  19TH FLOOR,NEW YORK,NY,10004,LUXURY/LIMOUSINE,40.7050651,-74.01179,07/12/2023,18:00:13,"(40.7050651, -74.01179)"
B00008,T-D MAINTENANCE CORP,7184561111,No,127-01,METROPOLITAN AVENUE,KEW GARDENS,NY,11415,LIVERY BASE,40.70681,-73.87768,07/12/2023,18:00:13,"(40.70681, -73.87768)"
B00937,RIVERSIDE RADIO DISPATCHER,2129231111,Yes,1642,ST NICHOLAS AVENUE,NEW YORK,NY,10040,LIVERY BASE,40.856313,-73.928389,07/12/2023,18:00:13,"(40.856313, -73.928389)"
B03156,EPIC CAR SERVICE INC.,7184013742,No,385,EAST  152 STREET,BRONX,NY,10455,BLACK CAR BASE,40.8185779,-73.9173128,07/12/2023,18:00:13,"(40.8185779, -73.9173128)"
B01877,U.S.A. LIMO. INC.,7189444919,No,41 - 24,38 STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.638477,-73.983333,07/12/2023,18:00:13,"(40.638477, -73.983333)"
B03415,BRONX FAMILY TRANSPORTATION INC,3475912002,No,169,LINCOLN AVE  SUITE 206,BRONX,NY,10454,BLACK CAR BASE,40.8093689,-73.9287755,07/12/2023,18:00:13,"(40.8093689, -73.9287755)"
B03209,PARAMOUNT TRANSPORT INC.,7184752191,No,729,BURKE AVENUE  SUITE #B,BRONX,NY,10467,BLACK CAR BASE,40.8716488,-73.8656205,07/12/2023,18:00:13,"(40.8716488, -73.8656205)"
B03419,M'S BLACK CAR INC,7187875800,No,238,JUNIUS STREET,BROOKLYN,NY,11212,BLACK CAR BASE,40.6689,-73.9030801,07/12/2023,18:00:13,"(40.6689, -73.9030801)"
